text,label,scam_type,elder_targeted,source,template_id
"Grandma, please don't hang up. I'm in jail and I only get one call. My bail is set at $2,000. The lawyer said you can pay it with gift cards at the front desk. Please keep this between us.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::2
"Grandma, please don't hang up. I'm in jail and I only get one call. My bail is set at $1,500. The lawyer said you can pay it with gift cards at the front desk. Please keep this between us.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::2
"Grandma, please don't hang up. I'm in jail and I only get one call. My bail is set at $300. The lawyer said you can pay it with gift cards at the front desk. Please keep this between us.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::2
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $300 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $500 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $3,000 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $800 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $1,800 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $1,200 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $2,000 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"This is your granddaughter, I'm using a hospital phone. I was in an accident and need $2,500 for the deductible before they'll treat me. Can you go to the pharmacy and send a MoneyGram right now?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::3
"Grandpa, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $2,500 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Grandpa, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $1,800 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Uncle Jim, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $2,000 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Uncle Jim, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $300 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Grandma, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $500 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Grandma, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $2,500 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Mom, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $300 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Grandpa, it's me, please don't be mad. I got pulled over and there was a warrant I didn't know about. The judge said I can pay $650 to avoid going to court but I need it by tonight. Please don't tell anyone yet.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::4
"Hi Dad, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $500 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Hi Nana, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $2,500 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Hi Robert, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $800 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Hi Pawpaw, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $300 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Hi Grandma, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $300 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Hi Dad, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $2,000 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Hi Robert, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $500 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Hi Robert, this is your grandson's lawyer. He asked me to call you directly. He was in a minor accident and needs $3,000 for his bail to be released today. He's very embarrassed and asked that this stay between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::5
"Nana? It's me, I lost my wallet and passport on my trip and the embassy needs $1,500 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Mom? It's me, I lost my wallet and passport on my trip and the embassy needs $1,500 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Mom? It's me, I lost my wallet and passport on my trip and the embassy needs $650 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Aunt Carol? It's me, I lost my wallet and passport on my trip and the embassy needs $300 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Pawpaw? It's me, I lost my wallet and passport on my trip and the embassy needs $500 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Uncle Jim? It's me, I lost my wallet and passport on my trip and the embassy needs $2,000 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Pawpaw? It's me, I lost my wallet and passport on my trip and the embassy needs $300 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Aunt Carol? It's me, I lost my wallet and passport on my trip and the embassy needs $1,800 to issue an emergency travel document. Can you send it today so I don't miss my flight home?",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::6
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $1,200. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $2,000. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $500. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $1,500. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $800. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $650. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $1,800. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Nana, it's me, I'm so sorry to ask this. My car broke down and the mechanic won't release it until I pay $2,500. Can you send it as gift cards? I'll pay you back as soon as I get home, please don't tell Mom.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::7
"Linda, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $2,500 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"Pawpaw, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $1,800 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"Dad, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $800 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"Linda, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $1,500 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"Robert, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $2,000 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"Robert, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $1,500 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"Nana, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $1,500 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"Grandma, please listen carefully, I don't have much time on this phone. I was in a small accident and the other driver wants $3,000 cash today or he's calling the police. Please don't tell Dad, I'll pay you back.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::8
"It's me Dad, please don't hang up, I know my voice sounds different, I have a bad cold. I need $300 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"It's me Pawpaw, please don't hang up, I know my voice sounds different, I have a bad cold. I need $1,500 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"It's me Mom, please don't hang up, I know my voice sounds different, I have a bad cold. I need $1,500 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"It's me Robert, please don't hang up, I know my voice sounds different, I have a bad cold. I need $1,200 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"It's me Pawpaw, please don't hang up, I know my voice sounds different, I have a bad cold. I need $300 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"It's me Nana, please don't hang up, I know my voice sounds different, I have a bad cold. I need $300 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"It's me Nana, please don't hang up, I know my voice sounds different, I have a bad cold. I need $2,000 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"It's me Nana, please don't hang up, I know my voice sounds different, I have a bad cold. I need $1,200 wired today for a legal problem and I really don't want the rest of the family to worry about it.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::9
"Hi Grandpa, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $500 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Hi Mom, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $1,800 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Hi Pawpaw, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $800 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Hi Grandma, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $800 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Hi Grandma, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $300 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Hi Mom, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $2,000 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Hi Pawpaw, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $2,000 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Hi Grandma, this is the ER nurse calling on behalf of your grandchild. They asked me to reach you directly -- they need $3,000 for a procedure not covered by insurance and asked that we keep this between us for now.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::10
"Grandma, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $1,200 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"Dad, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $3,000 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"Grandpa, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $2,500 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"Pawpaw, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $1,800 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"Uncle Jim, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $3,000 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"Grandma, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $2,500 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"Nana, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $2,500 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"Linda, I'm calling from the county jail, this call may be recorded. I was arrested last night, I need $1,200 for bond and a legal fee. My public defender says gift cards work fastest, please hurry.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::11
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $650 sent through a cryptocurrency wallet today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $2,500 sent through USDT today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $800 sent through USDT today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $650 sent through Ethereum today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $2,000 sent through USDT today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $3,000 sent through Bitcoin today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $800 sent through Ethereum today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
"It's your grandchild, please don't be upset. I'm overseas and got robbed, I lost everything including my passport. I need $2,500 sent through Bitcoin today so I can get an emergency flight home.",1,grandparent_scam,1,synthetic_ic3_grounded,grandparent_scam::12
This is an automated message from the U.S. Marshals Service. Your Social Security number has been suspended due to suspicious activity. Press 1 now to speak with an officer or your benefits will be permanently terminated.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::0
This is an automated message from the Department of Treasury. Your Social Security number has been suspended due to suspicious activity. Press 1 now to speak with an officer or your benefits will be permanently terminated.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::0
This is an automated message from the Department of Homeland Security. Your Social Security number has been suspended due to suspicious activity. Press 1 now to speak with an officer or your benefits will be permanently terminated.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::0
This is an automated message from Medicaid. Your Social Security number has been suspended due to suspicious activity. Press 1 now to speak with an officer or your benefits will be permanently terminated.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::0
This is an automated message from the Social Security Administration. Your Social Security number has been suspended due to suspicious activity. Press 1 now to speak with an officer or your benefits will be permanently terminated.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::0
This is an automated message from the IRS. Your Social Security number has been suspended due to suspicious activity. Press 1 now to speak with an officer or your benefits will be permanently terminated.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::0
This is an automated message from Medicare. Your Social Security number has been suspended due to suspicious activity. Press 1 now to speak with an officer or your benefits will be permanently terminated.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::0
"URGENT: the U.S. Marshals Service has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $2,500 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"URGENT: the IRS has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $2,500 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"URGENT: the Department of Homeland Security has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $2,500 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"URGENT: the U.S. Marshals Service has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $1,800 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"URGENT: the Department of Treasury has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $1,200 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"URGENT: the Department of Treasury has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $2,500 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"URGENT: Medicaid has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $1,800 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"URGENT: Medicare has filed a lawsuit against you for unpaid taxes. To avoid arrest, you must call this number immediately and settle the balance of $1,500 using gift cards.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::1
"Your Medicare benefits are set to expire today. To keep your coverage active, please verify your Medicare number and date of birth by calling the number below within 24 hours.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::2
"This is Officer Daniels with the IRS. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $1,800 processing fee over the phone right now.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
"This is Officer Daniels with the Department of Homeland Security. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $1,200 processing fee over the phone right now.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
"This is Officer Daniels with Medicaid. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $3,000 processing fee over the phone right now.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
"This is Officer Daniels with the Department of Treasury. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $1,800 processing fee over the phone right now.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
"This is Officer Daniels with Medicare. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $1,200 processing fee over the phone right now.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
This is Officer Daniels with the U.S. Marshals Service. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $800 processing fee over the phone right now.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
This is Officer Daniels with the Department of Treasury. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $500 processing fee over the phone right now.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
This is Officer Daniels with the Department of Homeland Security. A warrant has been issued for your arrest due to missed jury duty. You can resolve this by paying a $800 processing fee over the phone right now.,1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::3
"Attention: the Department of Homeland Security has detected an error on your latest tax filing. A refund of $1,500 is pending, but you must confirm your bank account and Social Security number to release it.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::4
"Attention: Medicare has detected an error on your latest tax filing. A refund of $1,200 is pending, but you must confirm your bank account and Social Security number to release it.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::4
"Attention: the IRS has detected an error on your latest tax filing. A refund of $1,200 is pending, but you must confirm your bank account and Social Security number to release it.",1,government_impersonation,1,synthetic_ic3_grounded,government_impersonation::4
